source_id,target_id,since
5029,5300,2015
5051,8425,2019
3319,488,2020
1602,4168,2020
4864,4105,2024
3223,9763,2023
6650,3134,2021
7207,9629,2018
2406,9077,2018
7482,9081,2021
959,2701,2022
4701,4020,2016
6107,5511,2022
6533,5469,2020
582,6215,2021
783,9073,2015
9296,8502,2023
3639,2333,2024
3645,2644,2024
9136,1516,2017
407,4684,2015
2037,1913,2016
6257,6908,2016
9928,9042,2021
7124,3025,2023
8231,4174,2017
2916,7535,2017
3120,2723,2024
9090,9395,2018
6067,1724,2015
8577,2053,2024
248,4651,2015
3691,9390,2016
6991,2960,2018
8826,3531,2023
5720,1695,2024
8223,1282,2016
4660,1516,2021
5123,1720,2016
1943,3943,2020
8534,5589,2023
5920,1357,2017
2821,6310,2016
3303,609,2022
869,2892,2023
7200,4863,2021
1779,4956,2020
3973,9423,2019
2887,5967,2021
7226,1080,2016
5650,9869,2023
1782,1041,2018
6037,8760,2015
5971,8826,2022
1068,723,2019
31,2282,2015
7406,9094,2021
5432,7693,2016
3329,3602,2019
8949,8430,2024
3903,1394,2023
5187,6839,2018
1882,7338,2016
4056,7053,2019
8078,8756,2024
6422,4494,2022
5091,2874,2024
2829,7487,2018
8301,8850,2024
4691,4983,2017
8450,4291,2015
3838,4171,2019
9670,6945,2015
3828,5101,2021
3882,5978,2019
9010,1968,2020
403,4567,2019
6058,7214,2018
1329,8355,2023
2283,4717,2021
9936,8027,2019
9322,7917,2017
5568,7560,2024
4804,7386,2015
1544,1280,2017
8386,1284,2024
8013,2943,2024
9962,1177,2017
4958,2799,2022
3318,2346,2022
2623,6626,2015
3098,2958,2018
1673,3277,2019
3198,5276,2023
3626,5173,2015
5837,3961,2015
3968,694,2022
5062,7642,2024
4221,6104,2022
87,7497,2017
4740,6353,2020
2471,5608,2016
7971,4611,2020
4874,6386,2015
2086,4639,2021
3910,7348,2019
7224,3440,2024
4480,995,2015
5820,4133,2023
9449,4738,2021
3933,9344,2023
9374,8219,2021
8127,612,2019
1214,1701,2019
2730,276,2023
5362,2821,2022
9732,9445,2016
6436,2258,2018
2918,4460,2022
678,197,2024
3661,2891,2016
5323,7623,2018
766,4971,2019
9841,4371,2017
3186,5981,2023
1539,3906,2020
5874,103,2023
3169,1041,2023
5246,8720,2024
3647,998,2023
5201,7582,2017
7732,9948,2018
2357,1928,2019
1018,3514,2018
5066,1960,2018
3105,3169,2018
6291,5424,2020
3503,6290,2015
2510,9886,2020
5084,4813,2019
5751,8200,2016
1875,8627,2018
1083,770,2017
4276,6296,2019
4517,6966,2018
4749,5060,2018
6575,6618,2021
4499,4298,2019
8915,1726,2015
6786,403,2021
8761,4249,2024
8070,7061,2019
3218,3750,2016
4596,8125,2015
5916,6316,2021
6793,1994,2019
8834,3642,2018
7492,6285,2015
2527,760,2019
4087,6132,2020
3213,8516,2024
5903,7831,2016
519,9911,2021
6330,7090,2022
5822,8076,2020
796,378,2016
7397,8599,2015
5796,8628,2023
6753,2560,2020
9911,9117,2024
9494,2937,2015
346,7815,2024
2180,4247,2015
7494,6060,2020
3268,911,2023
669,5575,2024
403,559,2024
4572,7662,2022
9156,5223,2024
6729,6264,2019
4870,3596,2018
2212,7911,2020
871,8356,2020
5580,2032,2017
3625,3190,2016
2613,9428,2022
4557,3200,2022
6636,2317,2019
7698,4658,2022
5075,1577,2024
4850,2938,2023
4584,2378,2021
5074,2960,2016
9981,5845,2023
6146,2381,2022
5542,7813,2019
4328,6737,2018
6517,4763,2022
9992,5191,2023
6555,8968,2023
6798,503,2020
3441,826,2019
2431,8935,2015
7512,134,2016
3658,6368,2016
189,1357,2021
5015,581,2021
3692,6500,2017
1791,3676,2019
2975,1080,2019
4418,1730,2016
7167,126,2019
2108,7545,2016
5915,1744,2023
7629,8603,2016
7979,9691,2022
1515,3118,2023
3160,1928,2015
4776,7377,2023
7580,7059,2024
767,2967,2016
7068,9449,2021
4136,9269,2022
9934,238,2016
6216,90,2021
5813,9555,2020
2727,3039,2017
4069,4073,2020
3108,7401,2017
7536,9061,2017
97,7594,2019
7819,2351,2020
2836,1405,2024
3422,162,2023
2996,5022,2022
628,4549,2016
7986,3044,2019
7699,5293,2023
7610,367,2015
1167,8296,2015
1390,5147,2020
2711,8265,2024
6073,2600,2015
6077,5295,2017
6460,5883,2018
9308,7259,2020
2928,162,2017
2484,268,2022
4327,1806,2018
955,942,2019
4412,7616,2017
6032,2971,2023
3344,7052,2023
5683,5957,2018
3788,5431,2023
6361,5430,2016
7982,5627,2022
1263,1021,2016
1454,5231,2023
7335,6511,2017
6634,9958,2021
1955,6046,2017
714,6471,2016
9665,3804,2015
872,2806,2019
2909,3803,2016
4965,1386,2017
2112,1469,2021
1398,6099,2017
2373,6936,2023
6010,8148,2017
7629,4557,2024
4944,121,2023
7785,2576,2017
1010,3119,2023
5625,2826,2019
6583,393,2016
6455,9216,2018
9875,7849,2021
9093,8330,2017
3755,2388,2018
6324,6467,2023
4636,9905,2023
4076,7452,2023
9510,3769,2019
8758,6100,2020
2398,3351,2023
8091,7489,2017
9203,1176,2017
4742,7492,2020
4361,6376,2022
1903,4149,2019
3397,767,2019
7548,8647,2019
1504,1836,2015
3468,4804,2017
3219,8990,2021
6621,4177,2015
7915,4487,2019
2998,6005,2021
6937,6194,2016
6349,7668,2019
3487,1660,2019
6444,7678,2019
8265,7473,2019
7563,6309,2020
973,4368,2020
5592,5377,2022
3754,9882,2021
300,4319,2023
4373,4254,2019
7201,5188,2022
1920,5762,2017
2272,1238,2016
8604,869,2023
7478,7410,2023
1160,603,2016
2003,9859,2020
6788,1373,2018
1651,2196,2024
6404,31,2022
3522,2705,2022
5788,2532,2019
3874,5118,2016
6261,6252,2019
454,7712,2022
2693,4166,2016
5125,8524,2022
7975,2418,2021
1031,9157,2016
8219,7754,2016
746,6163,2017
5644,9670,2015
7639,5536,2023
1055,6072,2021
6635,8893,2021
1372,8821,2022
4400,5714,2020
4415,5295,2020
2282,5009,2019
8602,7613,2020
9540,3518,2024
2786,6619,2017
2374,5002,2018
6584,2805,2024
611,6433,2024
841,3753,2018
6585,6411,2015
2987,1804,2023
4980,9602,2024
465,3841,2016
3366,2937,2021
1320,8280,2020
5599,6324,2021
9934,2890,2023
5205,3142,2017
2842,2727,2019
7521,5873,2023
6658,7296,2021
1601,1820,2015
4210,4985,2024
6908,4773,2016
9019,1937,2015
4019,907,2021
233,6968,2018
6779,570,2022
862,6348,2015
58,7494,2021
6242,3943,2023
7880,6677,2016
9787,1693,2023
4062,4968,2017
2874,7064,2024
9328,369,2023
5773,1077,2016
3531,9819,2019
2833,6769,2021
8679,7740,2019
4699,9235,2016
1292,833,2018
7370,9495,2024
2102,3359,2022
3484,2717,2023
3622,5708,2023
5564,98,2017
2085,8135,2016
2976,9021,2015
162,8753,2016
7991,4239,2016
6387,7171,2017
5261,9316,2024
4729,7369,2017
2611,2258,2018
1757,8460,2015
7080,1616,2022
7504,5753,2017
8617,6325,2023
7999,7708,2020
7266,2331,2018
8780,5781,2022
2377,2393,2023
8526,4867,2016
6481,5054,2016
9674,6190,2018
7510,5423,2015
5189,1015,2019
4594,4148,2018
5728,5052,2019
6505,9899,2018
194,3111,2024
5837,8215,2023
1650,8935,2016
3455,14,2020
4034,8050,2015
2401,4300,2024
2114,7708,2016
2355,2918,2021
5892,8335,2016
3952,7412,2023
209,3573,2017
8279,4780,2024
3893,333,2019
7487,1857,2021
6745,714,2016
9621,8048,2018
4361,3962,2018
3175,9523,2021
3354,7903,2016
3817,5708,2021
8663,6393,2015
9159,5277,2018
7672,6186,2015
1178,2670,2021
2973,3001,2020
9802,1637,2023
5393,7130,2017
7205,9495,2023
1602,9667,2016
5562,6700,2018
5483,3733,2023
4750,2426,2017
9055,578,2017
2802,9865,2022
903,7770,2022
5997,9128,2019
303,933,2023
5842,5907,2018
6520,6354,2016
7514,5401,2018
1583,4003,2015
7015,7232,2020
8709,4718,2023
826,4197,2022
9596,6535,2015
111,3201,2018
6354,1782,2022
1890,550,2024
1151,4441,2022
429,685,2024
9399,2644,2019
5752,2212,2018
4058,2081,2020
1915,3665,2022
7223,9198,2015
5275,1511,2022
2169,4611,2018
6684,1390,2024
8947,9240,2024
8001,9238,2022
5270,4462,2020
7890,7033,2019
4283,3927,2016
4794,119,2016
7524,8874,2019
4296,8008,2019
5845,1866,2024
2246,4010,2019
1954,3817,2024
4107,8571,2016
9754,3630,2021
7715,2944,2017
679,9646,2017
6553,8843,2023
3386,9568,2018
5073,5699,2016
3963,2135,2019
9334,7532,2021
5657,2026,2023
7396,1412,2022
2567,3009,2022
9824,5015,2017
1333,5926,2017
7095,5007,2020
4247,2830,2022
7988,4951,2019
8042,5665,2017
4623,4320,2016
4763,7939,2016
2520,3552,2018
2109,8160,2023
2687,239,2024
469,4256,2021
3300,7512,2017
3533,3130,2020
264,9221,2018
8800,6670,2020
5470,5224,2016
5226,1915,2021
1345,3689,2015
8348,2349,2020
3909,670,2020
8213,6349,2016
3908,3807,2015
4438,4917,2021
2755,5715,2015
7042,5372,2021
1506,1633,2018
4501,4618,2021
5115,6097,2023
2239,6092,2023
8122,1903,2021
9138,7211,2024
2841,214,2017
916,3341,2020
473,2359,2022
495,197,2022
9395,7900,2021
9478,312,2019
4745,4424,2020
1665,3823,2017
8799,5927,2024
252,7759,2018
6176,371,2018
5149,8271,2021
263,5005,2017
4519,1868,2015
1279,1435,2024
4787,8751,2022
5097,8629,2016
3455,1224,2024
9663,5047,2020
7790,3531,2023
6624,545,2018
3116,4217,2024
3999,1068,2022
5819,3171,2020
190,30,2015
2577,9591,2019
8936,7790,2017
994,7537,2018
5394,7753,2019
3681,5635,2018
7732,9005,2019
335,7656,2020
1740,8586,2018
7567,561,2018
3102,1832,2018
5405,2523,2022
1928,4841,2021
8572,2325,2015
2265,6795,2016
7502,3305,2022
4319,5239,2023
4732,4769,2023
9355,1090,2022
6574,5841,2019
5814,439,2021
4308,7097,2018
4036,966,2022
4528,3622,2024
3365,7867,2015
1767,192,2023
7485,3252,2020
8838,1710,2024
6009,1830,2015
7678,8734,2015
6974,8717,2023
6619,4811,2021
685,476,2019
9182,5418,2019
7208,7098,2017
6395,2,2015
7971,7541,2019
70,1484,2015
1188,4585,2018
6559,8802,2021
1534,7212,2020
5981,1763,2019
633,8657,2015
104,545,2017
464,5788,2015
6706,4240,2024
2124,4243,2019
4756,2279,2018
4405,5039,2016
3408,9930,2020
2020,7560,2021
6300,3951,2016
7605,616,2023
9776,8220,2021
5027,359,2017
8411,2895,2024
826,8382,2023
5232,1594,2017
4993,2734,2021
5816,8553,2017
2079,4305,2016
9290,5138,2021
4386,5333,2023
1249,2386,2022
3728,4195,2021
3732,3896,2020
1407,6676,2015
8131,9135,2016
4034,3207,2018
6838,5428,2020
3528,9329,2022
5939,8804,2023
5433,4109,2018
9211,2538,2016
7703,1521,2020
7168,3232,2020
1895,5595,2021
9558,5316,2016
9970,8795,2015
4088,5255,2022
3548,1973,2023
5046,9610,2016
6182,8556,2015
3194,9366,2016
9600,1090,2023
8750,5458,2022
6869,3096,2024
369,5317,2018
6497,9637,2020
9910,5780,2017
8581,5634,2024
3783,4689,2022
978,6924,2023
4957,813,2019
85,36,2020
1154,1536,2017
8186,8352,2021
7086,9687,2023
8448,6307,2016
2486,8165,2020
8232,9359,2023
9596,3868,2023
2596,1016,2024
3785,562,2022
1370,7343,2018
1487,4639,2019
8321,934,2021
2561,7770,2015
1249,6030,2019
7898,667,2017
5909,9416,2022
1568,7808,2015
125,8719,2024
9320,2025,2016
6729,7003,2024
1005,7120,2015
4590,1344,2023
459,4801,2019
5436,646,2023
5549,1532,2022
4518,540,2024
9891,8957,2021
5877,2227,2015
2034,8191,2019
4052,3637,2022
7788,6027,2021
8423,4621,2020
6330,4061,2015
1373,7577,2021
3906,4718,2019
9054,2986,2020
2909,6950,2017
2222,8452,2018
7577,7019,2023
8122,4691,2024
714,3314,2022
3078,2583,2018
2395,2947,2022
9816,7724,2022
5294,8038,2023
3769,3221,2022
4346,7011,2019
5560,7074,2020
7626,7017,2016
4528,3565,2023
5908,7681,2016
2149,2987,2021
1301,7504,2018
6391,7494,2021
8528,5038,2016
5952,6636,2016
8518,3262,2017
8471,5723,2016
6550,451,2015
9017,7976,2019
8695,1753,2015
914,3321,2015
4116,1401,2021
9925,1972,2018
6458,322,2015
8969,200,2017
6292,5624,2018
5443,3689,2020
9064,6937,2021
2017,7365,2023
7463,9872,2018
9789,7942,2019
8066,7640,2022
8139,8525,2022
1281,7911,2021
233,4300,2016
5667,9586,2022
2991,8406,2017
5499,869,2016
993,6854,2017
5750,1514,2015
1371,2052,2021
8001,2743,2018
9091,3264,2018
2956,2819,2022
7851,2988,2017
2194,1986,2020
7023,27,2015
439,3939,2018
2383,2267,2020
4392,2852,2016
3544,1798,2018
4816,3910,2024
3230,2452,2018
4639,2102,2020
2268,1446,2017
9410,1208,2021
2533,997,2023
985,9597,2020
7720,1835,2024
5008,7407,2024
3465,6025,2023
145,3128,2015
3082,6613,2017
1930,4751,2015
7354,4681,2022
7151,4046,2024
8186,8723,2016
2912,2437,2019
4111,6837,2016
7859,2695,2018
4253,2961,2024
8668,7775,2019
8348,1414,2017
9265,4805,2015
1972,4057,2015
7687,8036,2017
5809,1688,2019
4765,955,2015
769,5923,2022
4005,5744,2019
2132,8483,2019
3006,1208,2022
501,4668,2021
1923,2381,2022
4956,3305,2018
1722,9011,2019
3749,2635,2024
3846,9500,2018
8119,7980,2018
3148,9131,2023
7740,8265,2022
5734,5319,2024
8976,4903,2023
2609,4243,2018
786,4222,2017
5622,3910,2020
3063,5362,2017
3651,2313,2015
8402,5908,2015
3701,2661,2022
8889,2896,2021
1161,8484,2021
1327,9548,2017
8303,6094,2018
9925,6908,2016
3894,3585,2022
7185,5933,2023
1865,4653,2018
7066,9187,2015
8778,4313,2020
2409,7977,2016
7966,6512,2016
9695,4083,2016
4132,6652,2017
9663,7743,2021
4432,7663,2016
1913,4188,2020
3398,459,2018
7182,3151,2018
3835,3640,2021
7230,6168,2024
1523,580,2018
5046,4724,2015
444,6166,2015
9712,3281,2022
690,2540,2020
8804,7539,2021
5273,3493,2015
5376,9241,2020
2061,2812,2023
4023,6985,2018
6043,412,2020
8212,522,2023
3390,7200,2019
7159,580,2021
7155,1433,2021
4162,7105,2018
6973,5578,2018
4911,560,2021
9391,9525,2015
3145,591,2019
9359,5692,2017
6224,6272,2024
5915,5960,2023
2987,1862,2023
4398,3027,2015
9405,6798,2024
8542,7745,2018
3499,4801,2020
4711,2168,2024
9108,7509,2021
5529,1068,2022
3573,4779,2021
8895,6507,2023
4261,2428,2018
8493,15,2024
7795,4785,2019
7122,7080,2020
8357,9840,2017
5376,2733,2024
6813,8603,2018
6384,9193,2017
8339,2013,2023
196,3594,2016
1413,8052,2021
2163,7331,2019
4513,6647,2021
6898,3661,2021
8270,4102,2022
7642,9829,2023
2559,1803,2020
1750,9219,2023
5695,9658,2017
3437,1885,2015
7793,1588,2023
3876,975,2015
1418,1639,2018
3154,5160,2019
7571,7246,2018
6990,4867,2015
9406,3946,2019
8829,7465,2018
54,857,2017
6226,6923,2017
7793,596,2017
1976,2390,2021
5814,5818,2023
1290,1095,2017
4504,203,2019
3004,8119,2018
5922,1894,2017
581,4110,2016
8716,6136,2016
7999,572,2020
4291,8037,2015
2749,6626,2015
2082,7993,2018
3259,6124,2022
4763,5360,2020
4769,6642,2023
3126,653,2018
1984,7019,2021
4093,1783,2023
6627,679,2016
2382,7706,2022
3192,4362,2015
9926,6334,2018
7020,1746,2021
1800,2639,2017
5797,4796,2017
4691,6731,2015
2040,5596,2024
7789,9186,2022
3458,5721,2018
6283,6653,2024
4867,3722,2022
8109,3207,2018
8948,230,2023
8405,8669,2015
3972,4263,2019
4011,3085,2024
7867,9923,2018
5432,5232,2023
5982,5848,2016
2287,9128,2022
1806,1419,2021
8081,3627,2024
551,7654,2017
1224,5365,2021
2008,3398,2020
7785,6745,2022
155,1888,2017
1727,9108,2018
2485,2970,2016
7579,3126,2023
2039,1551,2022
8065,7390,2016
2049,8235,2022
3923,2349,2019
2106,7741,2018
3705,4351,2016
8238,9117,2017
8019,3221,2024
672,6472,2015
5757,8261,2019
1055,3629,2018
6081,9909,2018
6728,3662,2016
8505,5934,2020
1348,8409,2020
4706,2407,2023
4361,3219,2021
9336,878,2024
9228,717,2021
720,6294,2019
5815,6308,2023
1364,5976,2016
2906,9424,2024
5694,5077,2023
7747,7682,2016
3943,9545,2022
6106,2196,2017
5338,9682,2024
7204,2483,2023
2323,6967,2024
5684,6245,2016
1394,8405,2022
3635,4495,2020
4499,5603,2021
6086,653,2024
3704,9195,2019
1435,7282,2019
7277,3268,2019
8769,8935,2015
5638,2636,2021
3353,7990,2020
6493,4103,2016
812,8409,2016
2657,9390,2017
7033,6560,2019
7238,6343,2019
8762,1120,2021
5569,6467,2015
3351,8995,2021
2880,3649,2018
2419,8628,2022
1845,7754,2020
8107,9774,2024
2909,9889,2019
8109,3478,2016
879,6176,2017
3403,6235,2020
1964,4254,2019
47,8605,2016
8241,9945,2024
1354,8574,2016
4830,7345,2016
8389,5879,2023
9467,7751,2018
6054,6166,2024
9617,594,2021
7760,6879,2017
9939,9801,2018
7682,9647,2018
8677,8860,2024
90,7982,2016
5498,8933,2021
5812,4866,2021
9968,5338,2023
119,9948,2019
2370,9945,2023
7409,9695,2024
2834,8133,2018
5468,8551,2022
9293,875,2019
4375,4952,2022
94,8553,2019
1228,3613,2019
3031,2986,2018
5410,2085,2017
2831,7328,2016
2389,244,2023
4031,4208,2015
999,8819,2023
2756,8734,2018
8190,2672,2016
6064,8050,2024
9216,7642,2022
8640,3404,2019
5879,8049,2020
1027,8081,2016
2580,774,2022
2499,1026,2023
8015,8318,2017
1204,7461,2018
7988,8933,2022
8146,8896,2021
8011,6601,2018
2894,8030,2015
6304,6320,2017
9728,8756,2020
2964,9232,2018
9948,1256,2017
4248,4816,2018
4941,8067,2015
2476,4750,2021
8021,5601,2022
2988,893,2020
298,8102,2015
9742,6371,2015
9222,6690,2015
1755,8519,2023
7850,6577,2022
9665,4587,2015
6305,8439,2019
3104,5321,2016
7829,9784,2021
8997,4957,2020
9695,3623,2016
7103,9877,2022
8365,7771,2023
7396,7352,2015
1813,4828,2018
8239,5787,2016
9723,2175,2019
3806,1251,2015
8938,5317,2021
8399,7077,2022
4397,4821,2022
9394,7526,2023
7150,6559,2024
2530,8997,2016
7480,5374,2020
974,1173,2017
4017,6459,2016
490,3630,2016
8933,3132,2019
980,9661,2024
9034,1460,2016
1463,5539,2018
4357,4375,2016
7425,4204,2015
9039,477,2024
7889,4094,2016
3102,3724,2017
8457,429,2017
3767,3159,2016
6818,5685,2023
6540,8133,2020
5963,7031,2016
8137,735,2023
283,7762,2024
1869,9567,2016
7304,9048,2020
4782,2136,2018
7294,2926,2021
2548,8903,2015
6863,4126,2017
1599,7363,2024
434,6633,2021
5467,7303,2023
1734,146,2018
997,1374,2016
6029,3537,2017
2215,9589,2022
8858,5926,2016
2171,7437,2015
9010,9248,2019
914,4326,2015
691,7833,2019
7776,8761,2017
2623,5647,2018
7893,5173,2016
7699,5696,2021
92,3185,2024
383,1886,2021
623,5027,2019
3339,4769,2018
1240,8229,2017
2700,3750,2019
8455,3544,2016
6213,1979,2020
1251,9806,2024
4569,9860,2018
8135,8025,2017
3211,2085,2021
3201,676,2017
9306,7791,2015
849,9675,2020
5917,7182,2015
8590,3305,2018
5671,5093,2023
5059,6383,2020
225,144,2023
1868,8568,2017
251,7249,2023
6103,8247,2019
1448,8974,2022
8004,3025,2023
2269,7981,2017
1738,3796,2023
3650,9465,2017
22,7198,2015
1072,7280,2024
4656,5882,2015
5338,4636,2022
5747,2581,2016
8395,9089,2017
566,3640,2021
6137,3897,2019
6381,6096,2017
9002,7976,2018
923,6860,2017
3533,9629,2020
9040,9600,2024
8122,7874,2018
2089,500,2020
858,6042,2019
723,7389,2016
3731,9823,2017
5826,9984,2016
9856,4627,2024
2085,3416,2017
2036,3981,2020
8611,5606,2020
4448,6254,2023
4415,5145,2023
5623,2142,2020
4014,2083,2023
4911,6768,2021
4950,8041,2019
9488,2227,2015
4983,9781,2017
39,3811,2024
5710,2273,2016
5120,1019,2020
3650,5252,2019
8737,1687,2022
1193,8261,2024
9365,7039,2018
2194,6751,2021
4514,7634,2017
5832,51,2018
6554,4866,2018
6281,933,2018
7919,9183,2021
1388,2614,2017
8500,648,2021
486,9525,2023
9005,5265,2024
2670,1231,2020
7714,3311,2016
8497,8714,2024
4867,7057,2020
4385,9081,2017
139,2044,2021
1260,8794,2018
6843,5047,2018
3911,5261,2018
6921,59,2021
8040,7695,2022
3164,3099,2023
1198,7237,2019
1397,6142,2016
738,5807,2018
3159,3297,2022
1107,4913,2023
4571,2530,2022
6117,5476,2023
2004,9388,2019
1471,2732,2021
1603,9453,2021
3,8156,2021
9783,3989,2023
3478,3330,2017
200,7601,2018
6789,5690,2015
1519,4567,2020
5738,5683,2015
6398,8719,2018
2369,2373,2020
1627,7549,2023
2102,7853,2022
2718,2177,2018
1578,3238,2019
1594,6239,2020
267,6563,2017
2816,8845,2024
3886,2881,2016
4848,1578,2016
9802,1532,2016
578,929,2021
3419,9355,2024
5492,3396,2022
6001,2978,2021
9726,9009,2019
5167,5422,2024
9410,6090,2019
2014,1931,2016
4331,4385,2023
8224,3832,2015
1561,574,2021
2435,7578,2020
4265,3045,2024
2272,765,2015
1445,8216,2024
8046,1755,2019
2391,7800,2021
386,6347,2017
5964,3335,2022
7552,7753,2017
8079,7405,2024
456,8431,2020
750,9334,2018
9561,2064,2023
4379,942,2023
2733,8449,2019
9600,110,2015
7223,3575,2018
304,3523,2023
4455,3621,2022
6719,324,2024
2800,2422,2023
5082,1133,2021
1354,9077,2020
8206,5276,2016
5575,1437,2023
3275,4225,2021
7164,1930,2019
1713,7401,2024
7188,2307,2023
2929,7104,2024
2681,5237,2024
6684,1503,2015
3817,5765,2017
8912,7017,2023
6902,2439,2016
9850,8374,2019
7688,7251,2015
1924,4575,2023
2872,9221,2017
5357,1970,2020
140,5744,2017
3089,7649,2020
5398,6691,2024
1864,515,2016
2380,4590,2018
6107,9770,2018
6864,1297,2022
8372,2089,2022
5274,2521,2020
180,5190,2020
5583,110,2020
6458,7157,2020
1308,4760,2024
5370,3581,2019
6363,9244,2018
2114,5833,2022
8442,2015,2018
2651,1386,2024
8046,1017,2017
8019,8989,2021
231,2180,2021
7166,370,2020
6749,516,2017
407,6149,2021
5098,128,2019
7704,2843,2017
8211,5896,2024
3125,8397,2024
6279,5341,2018
7670,7083,2016
9127,8411,2023
6671,6533,2022
2053,2698,2015
1905,2422,2021
3604,8447,2019
1627,7854,2016
5486,8536,2023
2285,9919,2015
2253,1493,2016
7085,3574,2022
5548,8815,2021
4605,1078,2015
4719,4863,2024
4197,6053,2016
2583,2567,2022
7168,3884,2021
5124,1386,2024
2788,8262,2021
8673,1756,2022
1243,8944,2017
1222,8029,2022
4801,6469,2021
8552,2961,2019
1701,4226,2019
1727,1377,2024
3753,2257,2024
1807,8723,2020
1850,5855,2022
8948,9045,2018
1622,7157,2016
3500,9087,2023
8894,4357,2023
8211,5884,2023
9939,3498,2017
4928,9085,2015
4295,5524,2016
8433,1816,2016
9685,3292,2015
2325,9722,2019
8641,3008,2018
8088,9166,2017
4783,8577,2018
8100,3907,2015
6998,2192,2021
1205,2173,2020
7299,4157,2020
8080,7335,2018
5625,5041,2016
9392,8507,2023
5102,7924,2021
9599,1470,2019
8574,1759,2021
2379,3051,2017
552,3954,2015
5032,1027,2022
1164,462,2023
905,3772,2015
4137,1374,2018
5036,9658,2024
6058,143,2015
6972,7631,2020
5157,7338,2018
3066,3537,2024
8679,2926,2022
7474,1962,2023
2025,5325,2015
4655,5961,2024
3945,4496,2016
2115,3455,2019
9262,1467,2023
2524,5953,2021
6210,6699,2023
5558,1001,2020
326,9362,2022
6764,7161,2023
6972,1761,2019
366,5468,2024
5832,2125,2019
4378,9621,2020
2957,6597,2023
699,8425,2022
7486,5868,2016
24,6416,2021
26,4099,2020
6068,9793,2024
3852,789,2023
5967,3648,2018
8199,1695,2023
1556,7430,2023
2749,4323,2022
404,5484,2015
4167,8726,2020
2769,7073,2024
3698,6236,2019
5705,7644,2017
3839,8055,2019
4574,4312,2020
8043,3195,2021
5258,6832,2019
630,5364,2020
4621,6883,2018
3198,9938,2019
5442,6870,2020
1968,6767,2024
3172,2291,2022
8463,4348,2018
3774,9970,2020
6652,5490,2022
9038,8610,2016
8769,6243,2019
5484,9572,2024
9711,2012,2022
5154,5034,2023
1283,6006,2021
9111,4255,2022
8076,2475,2024
4087,4656,2015
8116,9830,2021
4606,7845,2022
4492,6484,2019
52,88,2020
3832,7401,2016
5267,9203,2015
7860,8007,2016
1542,3012,2023
5481,9770,2022
6841,7944,2023
7860,1594,2016
8996,6718,2018
2739,7129,2024
7951,5323,2018
4542,980,2023
2683,1023,2017
8427,8554,2020
5713,7177,2015
6803,9923,2018
6774,6224,2019
8938,8625,2019
3288,1352,2021
9901,8177,2022
1327,8340,2021
2826,4172,2019
875,3718,2024
530,1886,2019
4527,7598,2021
1465,2411,2018
1411,1116,2023
2049,9819,2020
8047,2663,2023
5576,6250,2024
4499,6950,2019
1129,6315,2016
7246,3830,2020
7228,904,2018
6290,2832,2023
7624,2969,2020
5219,2416,2017
2819,1325,2022
7877,8011,2017
3993,2453,2022
4791,3576,2017
2046,9201,2016
4414,9770,2024
417,3200,2017
9429,7923,2019
4763,3527,2019
954,1439,2024
2533,1254,2017
