source_id,target_id,since
66949,58455,2017
52318,90513,2021
19010,98484,2021
63034,54118,2019
71623,93641,2016
9794,51013,2021
68846,28682,2018
846,21357,2022
43536,98844,2024
63508,99476,2019
30291,32831,2019
4585,99993,2020
33485,33011,2024
88901,76179,2015
11434,70526,2017
17823,38811,2018
98287,65748,2023
28144,69339,2024
63256,67784,2019
94459,83889,2021
6056,11127,2024
96375,20299,2018
46631,85287,2021
12028,39603,2021
99043,78290,2015
78730,75638,2021
23569,50558,2015
44875,86880,2016
99974,22751,2021
3340,55239,2021
562,64614,2015
31030,4194,2018
27819,44031,2017
82249,178,2024
59440,3075,2020
67702,97436,2024
67737,56477,2015
65046,14929,2020
58290,2471,2022
59367,25500,2021
95134,50845,2022
30909,61423,2016
16338,62010,2017
10501,16530,2023
80632,58803,2018
10219,84120,2020
18706,93224,2021
30133,93361,2022
48144,54397,2018
18192,34393,2021
4925,30735,2017
84967,1491,2015
76485,34906,2023
8531,74299,2021
62040,17681,2020
26891,51457,2023
88249,92093,2020
48585,14010,2015
58531,64354,2015
6949,97218,2019
21604,37096,2024
29421,53144,2024
53207,82442,2017
88950,72140,2019
80588,85654,2022
99977,38745,2015
81620,32201,2024
67781,27963,2019
15856,87987,2020
66307,30668,2016
41813,98964,2024
25570,33281,2021
38326,64212,2024
52468,52432,2021
17109,64956,2015
93808,32436,2017
67775,74115,2020
47553,89166,2017
72518,92571,2024
14565,56898,2023
28980,39008,2022
52285,56289,2023
1258,89068,2020
4165,80703,2018
46518,94137,2023
65574,74559,2020
26431,2684,2019
67366,37267,2017
27175,87088,2024
70415,5577,2018
68968,88133,2024
22737,61878,2024
99653,85657,2020
69679,26941,2024
99951,67594,2019
81462,90532,2024
21730,67239,2021
82872,15922,2022
34729,90051,2021
76046,19627,2016
5909,5432,2019
74292,12162,2017
85302,36526,2022
46170,59382,2017
17980,52958,2018
61254,43006,2021
33159,57189,2020
72878,53018,2017
20952,28354,2016
94606,39819,2024
69392,56725,2023
64882,29172,2020
33030,28350,2018
4738,27790,2024
15379,64283,2017
9189,48474,2019
68214,12184,2016
47373,24025,2016
43518,50124,2022
43563,65320,2023
1631,68755,2017
9538,59731,2023
32765,27066,2023
5736,98344,2016
55051,13472,2016
66530,86119,2022
6296,61869,2022
70542,24560,2016
65405,33176,2019
89130,3138,2018
50137,89071,2021
43828,19858,2017
51784,97205,2024
59204,24108,2018
94576,83079,2016
11587,76074,2023
95285,54431,2022
5872,93957,2022
86756,78426,2015
37687,44782,2016
40562,87871,2022
84851,63435,2022
72873,92731,2023
84843,9280,2015
98379,28742,2022
50727,7953,2020
50401,46593,2024
26636,6824,2015
38843,70438,2017
59649,6243,2024
65679,90849,2020
74025,66384,2016
78739,90817,2015
32410,372,2016
42262,9385,2021
66963,35035,2017
55864,67725,2020
69530,45114,2019
90444,94270,2017
71187,3508,2023
66762,27124,2016
33706,64270,2019
78039,78484,2022
57980,74225,2017
90002,10250,2015
7051,86866,2020
42980,90538,2017
64195,62374,2023
46623,70695,2016
66821,65425,2018
78811,59426,2021
46740,33148,2020
89684,74836,2019
52044,15477,2015
49019,2003,2015
66836,38130,2023
19516,75285,2016
24635,48162,2016
66873,11432,2015
76779,79612,2015
96300,32633,2020
46440,47319,2019
79000,98282,2018
63094,75361,2019
51502,16986,2020
25379,10842,2022
18733,76697,2017
86385,42767,2018
28606,87284,2016
2636,50171,2024
47535,11875,2018
4167,17988,2018
80925,80587,2024
68352,3174,2023
70663,62206,2016
29499,68961,2015
24590,8455,2024
17586,66713,2018
28213,76316,2020
85882,66547,2019
62952,46155,2022
35222,57921,2016
92944,17137,2017
38264,16073,2019
27053,44056,2018
71207,37783,2017
56986,76043,2016
95171,27842,2021
96868,59003,2017
92494,65469,2023
72277,6492,2019
48528,11776,2023
67425,63845,2022
85607,19451,2024
21908,31413,2022
46088,8119,2024
29125,87900,2015
67300,27038,2016
13816,85781,2015
8332,31575,2020
9297,31833,2024
94894,43911,2022
22469,18786,2015
71700,530,2019
90406,15452,2016
73089,10094,2021
85105,67116,2017
31994,72245,2020
19318,30149,2016
70162,68837,2015
11142,70615,2020
27436,19450,2022
60536,84708,2022
65806,43699,2015
72781,17200,2016
14793,48011,2021
76530,79771,2024
51877,71302,2022
60563,88291,2015
4774,76366,2017
5970,21663,2019
32507,10089,2015
60932,25825,2016
13009,84377,2015
5483,88354,2022
44282,27567,2020
86890,65136,2019
11491,20401,2021
39685,81543,2016
7138,43423,2015
65613,3863,2023
77629,73382,2017
71275,41719,2023
4428,76980,2021
24120,18822,2021
2200,3702,2020
83596,48442,2022
20140,53829,2019
70641,98095,2020
23401,73224,2016
11990,87013,2018
37629,86982,2018
50693,54276,2016
84703,77099,2018
58525,92328,2018
47645,1374,2017
56758,28235,2020
16863,2400,2022
81455,82843,2018
63362,97573,2020
68845,7282,2023
17947,38905,2017
48962,73897,2015
70939,88718,2017
51521,3493,2024
77575,72442,2015
65726,77881,2020
88605,37136,2016
81904,71916,2016
31795,5747,2021
67718,18341,2021
74746,42069,2016
75005,31828,2018
44541,69220,2015
80855,49707,2017
86296,58275,2021
86441,38760,2021
67037,18513,2022
15282,63145,2016
9727,61200,2023
80097,12988,2022
35342,79889,2024
21127,25738,2016
94297,41122,2015
77324,58792,2020
93685,96001,2015
52015,49245,2015
75508,1017,2020
21335,95659,2019
63028,49562,2015
54972,69716,2022
26670,26084,2018
11404,71431,2017
29976,26904,2019
62441,98930,2015
54387,29951,2023
90618,60503,2017
77596,42833,2022
99105,21475,2022
33801,17437,2020
24112,61851,2018
91438,71264,2022
6444,24886,2017
33069,48213,2024
24137,28521,2018
63730,94621,2016
242,97004,2021
58044,52887,2016
72489,54889,2018
73137,56065,2015
29436,98917,2015
34664,44239,2021
85213,81830,2015
64799,26769,2024
62260,25356,2016
82185,55250,2021
58129,85328,2021
77498,51783,2017
535,27254,2023
13531,6240,2021
31376,79584,2021
71475,49815,2022
21403,3503,2019
39907,49366,2021
26234,36371,2016
75567,24359,2021
42171,50507,2019
4856,99187,2019
94991,50468,2016
59677,77753,2018
65046,86752,2018
17908,98038,2022
65175,64441,2021
35622,98744,2020
1207,97913,2019
63464,11784,2019
54235,23107,2023
20472,12802,2022
67931,69490,2019
25155,60795,2016
90007,14804,2021
60048,19480,2021
47001,61256,2024
48472,42256,2019
79403,96310,2023
65331,61207,2016
43474,60589,2016
22828,57571,2021
93857,11264,2016
11259,99030,2017
72617,50290,2017
54940,30582,2020
9512,18140,2017
35465,17846,2018
46558,91353,2018
83136,6135,2020
79596,35729,2015
69054,64904,2018
712,97415,2022
34403,67711,2018
37190,32748,2017
4353,20845,2017
88712,48551,2022
30963,75691,2017
29065,96132,2021
38726,95928,2018
78746,24478,2016
58651,53770,2018
39159,57868,2018
77314,86335,2024
66245,34871,2024
26707,54706,2017
89878,67639,2024
75773,75842,2016
27900,99199,2018
47813,88328,2021
54837,67396,2023
45461,90035,2020
10813,60352,2015
44756,32914,2022
89278,24254,2020
83705,32240,2019
53157,78975,2023
77775,5685,2022
77761,55260,2016
98379,45942,2021
46469,47750,2024
59861,20445,2016
43912,86804,2017
6988,70760,2020
44237,96427,2023
19022,62950,2024
57005,37468,2020
71816,63546,2016
11041,79645,2020
79784,22855,2017
81135,66325,2024
31688,99681,2018
54940,2482,2020
43617,44732,2016
43484,77477,2023
30028,45847,2022
31697,63079,2018
27355,62348,2020
82302,12851,2019
65077,62124,2024
86494,56829,2018
81488,73701,2019
44667,96826,2016
74796,90937,2022
25279,27221,2018
85580,95876,2016
92356,14862,2024
12524,76844,2015
59879,91441,2016
7795,97787,2024
9642,96811,2017
50740,3203,2021
53447,40038,2023
97000,36777,2022
94709,60411,2015
2953,21412,2020
65618,64760,2020
36899,24845,2016
87686,6247,2024
91073,52548,2016
14611,91311,2015
95721,2811,2019
33643,81,2020
30041,86105,2024
77894,87524,2022
70154,42214,2018
11260,72328,2017
47764,31156,2022
19295,45232,2023
50841,9242,2017
66226,63334,2024
46733,38835,2019
84136,67598,2019
15966,6472,2019
6647,32959,2019
92563,66735,2021
7257,67875,2022
67824,87699,2019
38491,71365,2023
85560,54244,2021
5334,55246,2017
66962,78780,2024
20630,55651,2024
98426,1924,2017
56264,77834,2017
65995,25993,2024
90914,42933,2023
30906,58300,2022
36014,71433,2016
6088,39833,2022
43410,27099,2017
74536,21933,2015
8483,2406,2015
12984,85095,2019
78028,39017,2022
31457,18551,2016
52095,58041,2024
86962,81169,2015
79074,5244,2019
33790,25620,2015
65290,87523,2024
41497,41698,2019
36462,29312,2016
58978,85215,2020
19177,62983,2017
68652,73227,2018
56056,39700,2023
93304,91607,2015
65525,71458,2020
5096,92753,2019
6554,36097,2024
48092,59363,2021
34921,53660,2023
58108,55080,2018
712,4403,2016
3642,85804,2016
57042,20441,2023
97754,68108,2024
46729,92591,2023
89193,81357,2023
84740,36307,2022
29079,30191,2016
70618,25151,2017
25925,70517,2016
12171,18747,2021
85087,47638,2022
74233,33320,2017
40890,71799,2017
51847,18066,2021
61773,98619,2017
71916,83492,2019
69845,7733,2015
51205,65404,2016
75735,87139,2020
18460,72303,2015
69313,96898,2018
52953,8931,2016
2503,6294,2022
54615,31282,2020
36702,12687,2022
91742,35488,2022
45010,88757,2015
80906,99349,2023
31816,21540,2024
87652,7577,2018
56615,57413,2018
38286,40862,2019
2702,2329,2015
63997,31424,2020
66037,39474,2021
48139,4312,2024
83312,73415,2020
63425,56799,2017
14506,32565,2022
64412,99244,2016
92407,1060,2021
85881,96355,2022
4531,67343,2018
85003,23562,2020
28432,93185,2022
69166,65363,2017
63017,86947,2015
41426,88203,2018
72056,87074,2018
6712,37086,2017
19157,70348,2023
12172,97183,2023
58759,63854,2015
93152,46504,2020
98069,81718,2015
70498,91,2024
2826,92607,2019
92284,34279,2024
85732,58908,2018
85509,71460,2018
22119,82620,2016
12762,45752,2019
95178,75703,2015
52768,30091,2017
18477,24280,2023
42076,5981,2019
93626,92582,2015
78118,26672,2018
30492,52241,2020
31969,71086,2021
78144,43207,2015
28193,36473,2024
25840,49878,2021
25936,3050,2017
24032,18124,2017
18955,23106,2020
18159,67416,2018
36399,89929,2024
17453,76339,2023
72326,60860,2020
27859,2829,2019
50302,65954,2017
9625,34654,2017
68806,99255,2018
96972,39504,2023
5998,26822,2021
83482,20266,2019
22849,31184,2017
59818,41465,2022
18678,96652,2016
92407,33314,2023
48089,8273,2018
53415,377,2023
38903,53914,2015
11030,24325,2024
98021,86310,2019
33689,45251,2022
12172,77184,2016
10608,88950,2016
93989,90251,2016
50869,19736,2024
55282,72778,2021
45219,52623,2022
10750,22287,2019
52157,97041,2018
375,44311,2022
55513,37002,2017
36928,75730,2024
16076,18718,2021
57347,99660,2023
64957,69939,2022
88046,20530,2023
23807,69666,2017
23279,25885,2017
29100,25763,2020
11076,10981,2018
80584,63096,2018
89528,37235,2023
7951,23986,2023
43354,75992,2018
6660,60000,2020
97242,14959,2020
45018,14083,2016
2790,24687,2020
31814,79821,2021
74513,42265,2015
78750,23398,2021
79033,74256,2021
46066,51997,2023
28170,21714,2021
66735,98089,2022
51391,41672,2015
49163,89088,2021
78023,97388,2024
42329,89004,2017
42500,83966,2016
50355,51459,2018
77497,98280,2018
54579,83517,2021
98549,38923,2017
91128,55371,2023
59590,17113,2015
69173,84181,2024
88275,8181,2024
81234,40796,2021
62868,72302,2022
91414,17147,2024
55009,91220,2022
92930,34814,2016
80626,5250,2015
93008,72355,2015
40610,27086,2016
46864,58595,2017
88793,37600,2018
48190,66802,2023
52774,68695,2021
4114,15616,2021
60342,41005,2017
25964,40400,2015
88602,58261,2020
53556,68192,2024
4706,12049,2015
48983,73216,2017
38878,32956,2023
37150,70655,2016
219,87582,2015
59179,50505,2023
39725,40233,2021
76964,13737,2015
57661,91010,2019
55361,33130,2017
2306,51720,2022
12170,49039,2022
16393,45051,2023
81673,71381,2017
21610,80924,2020
60889,14025,2017
97790,96870,2019
80483,44166,2021
78324,79266,2018
26959,84272,2021
77788,33210,2018
49076,43122,2017
35895,35358,2017
70946,14195,2018
6000,24848,2021
42595,62444,2016
17378,28629,2016
10890,80467,2022
92836,71798,2021
56204,20801,2016
19140,54610,2015
45572,68620,2016
9928,36761,2017
64637,10687,2023
66834,43332,2015
43206,43079,2022
40971,71506,2024
72040,90364,2016
1164,60081,2015
10897,7012,2020
72222,40081,2022
33318,4496,2015
91176,58516,2021
70445,5550,2015
70452,69191,2022
46827,63877,2017
53628,75189,2017
98746,14560,2018
9086,20181,2019
66409,7049,2021
41945,33337,2020
77002,99520,2017
28868,80924,2020
26257,16021,2024
92287,92916,2023
53078,61505,2020
55413,65082,2019
47643,72637,2022
26166,38980,2017
73292,29226,2019
61263,44652,2017
29805,36033,2019
76901,862,2015
87457,83289,2015
28034,10831,2023
2490,68870,2020
94473,96694,2024
55099,98105,2020
85265,69830,2024
48448,26452,2017
71650,45593,2024
82898,41662,2015
74326,54506,2019
57562,66485,2016
80340,99418,2015
41940,76535,2018
72943,74350,2015
19724,96967,2015
5996,57608,2017
92986,53820,2024
69179,7768,2023
44857,20637,2017
5468,19688,2017
39362,89912,2015
24606,67934,2022
90810,80073,2018
11844,49316,2017
84309,64275,2019
37214,98678,2021
71768,31908,2016
41917,91970,2022
91606,21572,2024
43744,91065,2018
71615,55410,2022
13892,3893,2023
91715,11021,2015
46637,35959,2019
84415,11123,2015
55864,3160,2020
43982,19152,2024
40492,12498,2022
16127,69520,2021
19322,93526,2022
39016,10040,2023
93352,1447,2023
31929,25363,2015
81671,41855,2022
61849,80008,2020
63346,43588,2015
92883,91079,2022
87922,2181,2015
96981,87959,2017
67141,8072,2017
17849,91333,2015
17858,79779,2019
28608,72792,2022
86354,57157,2024
50921,99085,2020
85486,94980,2015
15544,22795,2021
21322,42575,2019
3784,3985,2024
61853,83112,2023
29780,81811,2021
81150,20909,2019
89969,86639,2019
62485,62403,2020
39617,68167,2015
13875,70642,2018
41464,88830,2018
22897,43059,2022
49200,36511,2017
22223,13739,2016
96316,24796,2019
30006,79628,2016
85476,91598,2019
77568,80992,2019
40278,12749,2021
75779,80710,2017
7218,95830,2017
71596,30764,2015
66538,70987,2024
87088,31470,2023
15521,87680,2020
42957,9114,2015
32333,50362,2018
62266,22347,2021
55120,1837,2020
72875,11523,2023
37120,38164,2023
69164,60632,2024
2427,62883,2019
27932,57142,2021
18878,80001,2018
21547,71456,2024
21016,9680,2022
98391,56069,2024
36521,17774,2015
66615,68541,2017
65156,15851,2015
48914,24533,2019
93914,22728,2016
9586,16734,2022
80563,997,2021
4712,12176,2017
59093,68724,2015
13897,27080,2019
77624,21584,2016
18815,84467,2020
91398,33657,2020
66934,62821,2021
61665,33321,2017
48966,7442,2016
12832,56963,2016
40799,9566,2016
83930,36970,2023
55324,9000,2018
14334,59774,2018
79694,61151,2022
42348,36479,2024
52408,15434,2019
75341,49191,2020
8627,97731,2023
15350,84123,2015
60524,91342,2024
68523,22062,2017
75377,63997,2018
14667,11732,2022
52513,33103,2016
7096,34541,2022
15574,16148,2024
79195,64021,2023
28479,36884,2023
70565,43014,2022
7061,84842,2021
80873,69582,2015
27287,78112,2019
86477,49075,2023
94086,494,2017
71631,73318,2018
47875,78552,2022
88718,78655,2019
49630,89431,2020
43523,33114,2016
64684,58718,2020
34596,3676,2019
83577,46786,2017
20490,88903,2016
36373,41924,2016
71446,91606,2024
98747,85675,2023
3105,33027,2016
13923,35718,2016
70764,34354,2022
52144,17947,2020
37808,29874,2020
58602,27938,2019
61234,14396,2018
30719,1627,2022
99469,677,2016
65031,66976,2019
9949,21088,2021
73590,15724,2023
35741,17264,2022
5139,46286,2024
91646,30926,2020
51618,22986,2018
58772,30338,2016
21458,67315,2017
91601,47424,2018
75649,93955,2020
87051,34602,2020
82280,92072,2020
23225,62620,2017
82584,19430,2022
23692,86907,2021
12739,34014,2017
93972,1002,2023
78494,84988,2024
2979,26841,2022
47143,66041,2019
49243,27920,2020
1700,10794,2020
98533,87427,2023
10023,91277,2022
52681,96561,2023
61225,94967,2023
59811,52754,2015
88876,58438,2021
53718,80954,2018
22646,60717,2021
90533,20897,2015
76027,18509,2016
26994,94452,2016
99679,48553,2018
92192,23938,2016
7441,30612,2017
20622,52667,2021
76831,25220,2015
75094,43468,2015
11254,96756,2024
6416,9663,2020
32836,45181,2019
84498,96068,2022
94056,89598,2015
17136,15377,2016
68487,36156,2018
45212,6887,2022
85679,39917,2023
77573,52725,2018
30360,78817,2021
45825,51105,2021
70779,66987,2017
18368,58074,2015
77299,1886,2018
54378,50717,2015
66844,54942,2024
86189,38888,2020
68837,38145,2015
3208,29395,2016
50749,41439,2019
3794,11739,2024
51371,85010,2020
1342,69628,2019
64972,59944,2020
62993,88654,2015
23793,12836,2016
23289,10895,2019
42683,21418,2024
36694,41932,2017
47918,97355,2015
48694,87314,2020
29773,60730,2024
74728,31754,2015
36260,82202,2022
18502,49932,2018
75463,15817,2015
63801,99330,2021
14511,54865,2019
52989,6264,2016
95735,17306,2017
32508,51197,2022
85290,70684,2024
84460,82924,2017
8518,98515,2023
21726,42162,2018
62905,21384,2021
92420,42064,2016
86675,14091,2022
1574,78552,2021
53297,48057,2019
44887,41084,2015
89329,67780,2019
65604,58194,2017
11314,5863,2020
43487,15604,2016
65173,96698,2019
86686,6181,2018
78513,82368,2017
55801,79703,2017
29251,12255,2024
46036,67823,2018
44614,33071,2021
55570,61819,2023
51881,51263,2022
79103,81095,2019
23587,54453,2024
80149,23927,2020
70872,51244,2019
7998,11105,2018
68628,23826,2021
71081,21091,2017
15904,83187,2018
7300,39747,2019
26494,6846,2017
80765,14666,2017
67817,25352,2016
1634,3755,2015
94910,10377,2022
29017,92351,2016
39584,23449,2016
89189,64186,2023
55923,10892,2020
78585,61893,2023
43029,37881,2016
73074,60794,2017
66026,13889,2023
54100,38014,2020
74638,8569,2021
57844,9085,2024
5089,12959,2024
70507,35704,2021
66693,77919,2023
81754,79365,2020
98597,85624,2021
40411,70532,2018
7193,77163,2016
67161,20891,2022
66019,84307,2023
83742,36311,2024
21744,30969,2015
4157,2923,2015
64991,12193,2022
68525,637,2023
77837,57658,2018
71104,42697,2022
52016,82559,2017
50874,30464,2017
71378,99683,2017
64802,7512,2022
20703,27944,2020
2899,67284,2023
54212,21830,2019
80906,8825,2018
40476,86541,2023
26624,84326,2022
82695,38085,2018
39349,81276,2023
44240,82892,2016
81892,78157,2016
77031,32285,2017
89540,94342,2019
38176,41388,2019
43633,28246,2015
98217,17635,2019
31715,82261,2022
37152,77467,2019
79666,24393,2015
37342,40700,2024
50880,37025,2023
17048,29080,2017
65245,91130,2017
33826,33008,2018
54006,3577,2023
53566,45472,2023
75484,61372,2016
83182,84450,2022
23235,57378,2020
94325,48432,2019
90970,70152,2016
2947,81521,2023
61759,38873,2021
33807,64379,2017
91385,56275,2023
24924,78074,2016
44774,9748,2023
52897,91306,2022
51646,97060,2015
11694,55070,2018
71563,57275,2015
32971,35782,2024
95771,16017,2023
31360,50905,2019
9531,23592,2023
77743,43819,2017
7965,71514,2015
60894,13818,2019
13910,15420,2022
55025,66585,2021
44527,42956,2019
76177,3154,2021
69144,59729,2024
35143,2207,2024
16206,64174,2021
77497,93065,2017
76792,48273,2024
33766,61581,2016
45541,84002,2021
29418,8297,2019
75503,62141,2015
89292,71365,2015
5374,16945,2015
4666,67622,2019
62389,99345,2023
27824,73878,2020
26945,15047,2020
3550,68224,2015
57804,115,2016
37434,98373,2021
53373,92617,2023
80902,15747,2022
37298,93527,2015
46157,22014,2023
52973,99839,2015
2833,21424,2018
85182,53306,2023
36640,9037,2015
66140,49367,2023
63780,15849,2022
49039,88288,2024
96997,27507,2016
60452,20015,2016
49956,79197,2015
41292,44364,2022
49540,60710,2024
60126,39076,2016
18539,44672,2016
2084,26796,2024
93032,27167,2018
88728,689,2020
57899,53186,2021
97894,40259,2021
20838,42495,2021
40653,62254,2015
20117,31495,2020
18754,62903,2024
37468,66392,2021
47970,28189,2017
2244,1449,2015
23691,12311,2023
32187,83067,2022
15046,40347,2019
79774,61069,2015
48609,12428,2020
88554,24068,2016
98901,70507,2018
52898,8053,2020
30279,45854,2018
38343,38727,2023
26059,97699,2023
7055,79663,2020
81392,78889,2018
57558,31164,2021
41127,19968,2022
43511,17195,2021
29895,5848,2015
76424,78298,2016
37788,2668,2018
73169,3517,2019
40343,25475,2018
30555,22710,2019
13970,67180,2020
51289,65058,2023
22380,55067,2017
5083,79600,2018
77885,70463,2019
82493,98172,2023
63857,41269,2015
11694,25182,2015
35327,92330,2019
95881,59826,2021
10783,73295,2016
2821,94665,2016
33779,77781,2020
9302,72972,2020
94603,76431,2022
64757,53342,2015
30559,25772,2018
88825,95411,2018
44299,37901,2023
38755,76300,2020
50848,33903,2016
87798,16017,2020
13097,80327,2022
15550,8620,2017
85056,86391,2017
74474,68257,2020
78600,26345,2021
49562,12844,2017
93112,69266,2023
31964,23604,2024
5512,29180,2024
24735,51334,2020
63176,52966,2021
38705,10951,2022
48704,32869,2024
50169,58127,2018
37274,29472,2020
92839,29270,2021
12409,57685,2018
32934,90549,2022
52930,56900,2023
86606,39346,2016
709,86388,2015
84828,91354,2020
39611,88293,2024
75078,74391,2016
62786,22306,2022
63512,43161,2022
98187,34407,2024
3424,80693,2017
869,82055,2016
57178,47586,2016
73119,66971,2017
57043,90549,2022
23897,17501,2015
97982,40792,2015
70736,74231,2021
32309,59392,2019
60674,16863,2020
60014,21286,2024
77262,9163,2022
15099,91259,2023
92990,73664,2015
24841,85952,2017
78181,14115,2016
64653,57529,2020
60403,88688,2022
8174,5076,2017
54047,80702,2019
16866,66956,2019
22799,68236,2024
40546,38466,2017
10192,91360,2019
49261,24213,2024
88420,14434,2024
33661,78209,2018
5725,40806,2024
79625,77328,2022
64362,3778,2019
52261,48855,2020
27028,89698,2022
12228,85371,2024
39965,25802,2021
57703,23783,2019
12437,15226,2024
57142,89252,2021
90953,31481,2015
99798,17554,2019
48622,99521,2015
52129,27412,2022
60496,14086,2021
5542,60536,2018
99363,88306,2022
34297,56509,2015
94188,50589,2017
70587,73188,2017
88762,7503,2018
20859,31790,2022
53084,12756,2023
75933,72475,2023
65126,73563,2017
50139,6510,2015
79532,78840,2015
13444,42559,2024
17683,49597,2024
52061,61158,2015
37593,22257,2016
76899,18335,2015
60083,4681,2017
78620,42820,2016
74097,98628,2022
45994,83294,2018
98726,68054,2023
61536,78108,2018
61859,65099,2015
40418,78666,2019
75703,80651,2015
77569,63367,2022
8906,1580,2016
42246,86531,2024
7518,26093,2023
27105,28052,2023
34179,49167,2024
17267,8345,2015
54672,25410,2018
30307,7265,2021
68413,96679,2016
24366,17264,2015
22215,85650,2024
25132,77861,2016
30423,16247,2024
76044,83347,2021
10295,45304,2015
19206,67157,2016
43577,52379,2015
58060,70654,2016
84452,72980,2022
28584,76521,2015
52788,37672,2024
9379,32128,2020
39436,41528,2020
78725,82318,2024
81193,83197,2017
43215,72831,2017
55653,85131,2023
4188,7065,2020
72176,13264,2017
99184,54657,2023
57999,67609,2018
85892,7079,2024
1989,54276,2024
10171,95271,2019
4331,69318,2018
94762,457,2024
57518,14555,2015
2163,87980,2018
47025,53872,2019
61784,8717,2017
33014,2884,2021
74548,59821,2022
71841,85681,2021
32675,73660,2018
53630,98262,2017
25205,1712,2023
49441,76839,2024
33459,86034,2019
44345,22700,2017
18937,91167,2018
32990,9181,2022
18595,99380,2024
60229,98721,2017
58423,80507,2024
65446,97465,2021
91429,44862,2017
73732,95283,2020
81455,85611,2016
53662,5340,2021
13019,10793,2018
84905,91163,2020
73291,77379,2018
95489,6751,2017
83790,27457,2021
21036,41295,2021
63283,50177,2016
38890,70903,2015
